capitulo,titulo_capitulo,articulo,texto
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"2. El Estado usará sus recursos de forma razonable, óptima, eficaz y eficiente, en beneficio de las personas y en función de los objetivos que la Constitución y las leyes les impongan."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"3. Sin perjuicio de los distintos tipos de responsabilidad a que pueda dar lugar el incumplimiento de las obligaciones en materia financiera, la ley deberá establecer mecanismos para un resarcimiento efectivo del patrimonio público."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,### Artículo 184
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"1. Es deber del Estado en el ámbito de sus competencias financieras, establecer una política permanente de desarrollo sostenible y armónico con la naturaleza."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"2. Con el objeto de contar con recursos para el cuidado y la reparación de los ecosistemas, la ley podrá establecer tributos sobre actividades que afecten al medioambiente. Asimismo, la ley podrá establecer tributos sobre el uso de bienes comunes naturales, bienes nacionales de uso público o bienes fiscales. Cuando dichas actividades estén territorialmente circunscritas, la ley debe distribuir recursos a la entidad territorial que corresponda."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,### Artículo 185
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"1. Todas las personas y entidades deberán contribuir al sostenimiento de los gastos públicos mediante el pago de los impuestos, las tasas y las contribuciones que autorice la ley. El sistema tributario se funda en los principios de igualdad, progresividad, solidaridad y justicia material, el cual, en ningún caso, tendrá alcance confiscatorio. Tendrá dentro de sus objetivos la reducción de las desigualdades y la pobreza."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"2. El ejercicio de la potestad tributaria admite la creación de tributos que respondan a fines distintos de la recaudación, debiendo tener en consideración límites tales como la necesidad, la razonabilidad y la transparencia."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"3. Los tributos que se recauden, cualquiera sea su naturaleza, ingresarán a las arcas fiscales o a las entidades territoriales según corresponda conforme a la Constitución. Excepcionalmente, la ley podrá crear tributos en favor de las entidades territoriales que graven las actividades o bienes con una clara identificación con los territorios."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,4. Las entidades territoriales solo podrán establecer tasas y contribuciones dentro de su territorio conforme a una ley marco que establecerá el hecho gravado.
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"5. Anualmente, la autoridad competente publicará, conforme a la ley, los ingresos afectos a impuestos y las cargas tributarias estatales, regionales y comunales, así como los beneficios tributarios, subsidios, subvenciones o bonificaciones de fomento a la actividad empresarial, incluyendo personas naturales y jurídicas. También deberá estimarse anualmente en la Ley de Presupuestos y publicarse el costo de estos beneficios fiscales."
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,6. No procederá plebiscito y referéndum en materia tributaria.
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,### Artículo 186
Capítulo V,Buen Gobierno y Función Pública,Artículo 164,"El Estado fijará una política nacional portuaria, orientada por los principios de eficiencia en el uso del borde costero; responsabilidad ambiental, con especial énfasis en el cuidado de la naturaleza y bienes comunes naturales; participación pública en los recursos que genere la actividad; vinculación con el territorio y las comunidades en las cuales se emplacen los recintos portuarios; reconocimiento de la carrera profesional portuaria como trabajo de alto riesgo, y colaboración entre recintos e infraestructura portuaria para asegurar el oportuno abastecimiento de las comunidades."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 187
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,1. El Estado se organiza territorialmente en entidades territoriales autónomas y territorios especiales.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. Son entidades territoriales autónomas las comunas autónomas, regiones autónomas y autonomías territoriales indígenas. Están dotadas de autonomía política, administrativa y financiera para la realización de sus fines e intereses. Tienen personalidad jurídica de derecho público, patrimonio propio y las potestades y competencias necesarias para gobernarse en atención al interés general de la república, de acuerdo con la Constitución y la ley, teniendo como límites los derechos humanos y de la naturaleza."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"3. La creación, modificación, delimitación y supresión de las entidades territoriales deberá considerar criterios objetivos en función de antecedentes históricos, geográficos, sociales, culturales, ecosistémicos y económicos, garantizando la participación popular, democrática y vinculante de sus habitantes."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,4. En ningún caso el ejercicio de la autonomía podrá atentar en contra del carácter único e indivisible del Estado de Chile ni permitirá la secesión territorial.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 188
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. Las entidades territoriales se coordinan y asocian en relaciones de solidaridad, cooperación, reciprocidad y apoyo mutuo, evitando la duplicidad de funciones, conforme a los mecanismos que establezca la ley."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. Dos o más entidades territoriales, con o sin continuidad territorial, podrán suscribir convenios y constituir asociaciones territoriales con la finalidad de lograr objetivos comunes, promover la cohesión social, mejorar la prestación de los servicios públicos, incrementar la eficiencia y eficacia en el ejercicio de sus competencias y potenciar el desarrollo social, cultural, económico sostenible y equilibrado."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,3. La Administración central promoverá y apoyará la cooperación y asociatividad con las entidades territoriales y entre ellas.
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"4. La ley establecerá las bases generales para la creación y el funcionamiento de estas asociaciones, en concordancia con la normativa regional respectiva."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"5. Las asociaciones de entidades territoriales, en ningún caso, alterarán la organización territorial del Estado."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 189
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"1. La Constitución garantiza un tratamiento equitativo y un desarrollo armónico y solidario entre las diversas entidades territoriales, tanto urbanas como rurales. Propenderá al interés general e integración efectiva y no podrá establecer diferencias arbitrarias entre ellas."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,"2. El Estado asegura a todas las personas la equidad horizontal en el acceso a los bienes y servicios públicos, al empleo y a todas las prestaciones estatales, sin perjuicio del lugar que habiten en el territorio, estableciendo, de ser necesario, acciones afirmativas en favor de los grupos de especial protección."
Capítulo VI,Estado Regional y Organización Territorial,Artículo 164,### Artículo 190
